,CVE_DOC,CVE_CLPV,STATUS,CVE_VEND,FECHAELAB,FECHA_DOC,FECHA_ENT,FECHA_VEN,FECHA_CANCELA,CAN_TOT,DES_TOT,DES_FIN
5543,F34959,1284.0,E,2.0,2021-05-04 11:29:27.393,2021-05-04,2021-05-04 00:00:00,2021-06-03,,3810.0000000000005,0.0,0
5559,F34975,161.0,E,4.0,2021-05-05 08:40:34.220,2021-05-05,2021-05-05 00:00:00,2021-06-04,,1500.0,0.0,0
5560,F34976,161.0,E,4.0,2021-05-05 08:56:02.687,2021-05-05,2021-05-03 00:00:00,2021-06-04,,1230.0,0.0,0
5563,F34979,357.0,E,2.0,2021-05-05 10:26:53.727,2021-05-05,2021-05-05 00:00:00,2021-05-20,,224.31750000000002,0.0,0
5565,F34981,1852.0,E,2.0,2021-05-05 11:23:21.607,2021-05-05,2021-05-05 00:00:00,2021-06-04,,2271.7200000000003,0.0,0
5566,F34982,1016.0,E,3.0,2021-05-05 12:44:44.807,2021-05-05,2021-04-23 00:00:00,2021-06-04,,809.86,0.0,0
5578,F34994,1198.0,E,2.0,2021-05-06 15:14:58.070,2021-05-06,2021-05-06 00:00:00,2021-05-21,,2083.7250000000004,0.0,0
5581,F34997,466.0,E,1.0,2021-05-06 16:15:22.837,2021-05-06,2021-05-07 00:00:00,2021-07-05,,980.0000000000001,0.0,0
5582,F34998,466.0,E,1.0,2021-05-06 16:18:19.537,2021-05-06,2021-05-07 00:00:00,2021-07-05,,980.0000000000001,0.0,0
5590,F35006,856.0,E,2.0,2021-05-10 08:27:12.570,2021-05-10,2021-05-10 00:00:00,2021-05-10,,200.0,0.0,0
5592,F35008,1020.0,E,2.0,2021-05-10 11:34:39.863,2021-05-10,2021-05-10 00:00:00,2021-06-09,,230.00000000000003,0.0,0
5599,F35015,1207.0,E,2.0,2021-05-11 13:49:59.133,2021-05-11,2021-05-11 00:00:00,2021-05-11,,1350.0,0.0,0
5601,F35017,644.0,E,1.0,2021-05-11 14:52:14.817,2021-05-11,2021-05-07 00:00:00,2021-07-10,,58469.4,0.0,0
5613,F35029,466.0,E,1.0,2021-05-12 16:37:54.847,2021-05-12,2021-05-13 00:00:00,2021-07-11,,9800.0,0.0,0
5626,F35042,466.0,E,1.0,2021-05-13 14:08:35.903,2021-05-13,2021-05-07 00:00:00,2021-07-12,,1825.0000000000002,0.0,0
5628,F35044,253.0,E,3.0,2021-05-13 14:46:17.170,2021-05-13,2021-05-11 00:00:00,2021-06-27,,5100.0,0.0,0
5631,F35047,1784.0,E,2.0,2021-05-13 16:00:02.960,2021-05-13,2021-05-13 00:00:00,2021-05-28,,390.00000000000006,0.0,0
5651,F35067,310.0,E,6.0,2021-05-18 09:54:26.493,2021-05-18,2021-04-21 00:00:00,2021-05-18,,4956.73,0.0,0
5652,F35068,778.0,E,2.0,2021-05-18 10:10:24.117,2021-05-18,2021-05-18 00:00:00,2021-06-17,,2362.5,0.0,0
5666,F35082,1784.0,E,2.0,2021-05-19 10:08:18.367,2021-05-19,2021-05-19 00:00:00,2021-06-03,,175.0,0.0,0
5667,F35083,1490.0,E,2.0,2021-05-19 10:34:06.740,2021-05-19,2021-05-18 00:00:00,2021-05-19,,4471.24,0.0,0
5691,F35107,161.0,E,4.0,2021-05-20 15:24:23.003,2021-05-20,2021-05-18 00:00:00,2021-06-19,,1791.0000000000002,0.0,0
5700,F35116,644.0,E,1.0,2021-05-21 14:15:10.743,2021-05-21,2021-05-25 00:00:00,2021-07-20,,67819.4,0.0,0
5701,F35117,361.0,E,2.0,2021-05-21 14:50:16.810,2021-05-21,2021-05-21 00:00:00,2021-05-21,,960.0000000000001,0.0,0
5706,F35122,1965.0,E,2.0,2021-05-24 10:04:53.700,2021-05-24,2021-05-19 00:00:00,2021-06-23,,1342.02,201.3,0
5708,F35124,161.0,E,4.0,2021-05-24 10:31:28.933,2021-05-24,2021-05-24 00:00:00,2021-06-23,,315.55,0.0,0
5749,F35165,315.0,E,3.0,2021-05-26 12:55:50.233,2021-05-26,2021-05-12 00:00:00,2021-06-10,,5220.0,0.0,0
5754,F35170,856.0,E,2.0,2021-05-26 15:52:52.957,2021-05-26,2021-05-26 00:00:00,2021-05-26,,206.9273,0.0,0
5763,F35179,238.0,E,2.0,2021-05-27 13:10:48.570,2021-05-27,2021-05-27 00:00:00,2021-05-27,,347.2875,0.0,0
5777,F35193,114.0,E,4.0,2021-05-28 15:39:37.530,2021-05-28,2021-05-21 00:00:00,2021-07-12,,5500.0,0.0,0
5781,F35197,453.0,E,2.0,2021-05-31 10:18:37.377,2021-05-31,2021-05-07 00:00:00,2021-06-15,,7316.400000000001,0.0,0
5782,F35198,1089.0,E,2.0,2021-05-31 11:02:09.817,2021-05-31,2021-05-03 00:00:00,2021-05-31,,399.00750000000005,0.0,0
5784,F35200,238.0,E,6.0,2021-05-31 12:18:41.797,2021-05-31,2021-05-31 00:00:00,2021-05-31,,347.2875,0.0,0
5807,F35223,537.0,E,2.0,2021-06-02 09:02:01.950,2021-06-02,2021-06-02 00:00:00,2021-07-02,,25554.243000000002,0.0,0
5827,F35243,644.0,E,1.0,2021-06-03 13:41:01.937,2021-06-03,2021-06-04 00:00:00,2021-08-02,,58469.4,0.0,0
5832,F35248,125.0,E,2.0,2021-06-03 15:31:15.037,2021-06-03,2021-06-03 00:00:00,2021-06-03,,600.0,0.0,0
5839,F35255,1053.0,E,1.0,2021-06-04 16:18:29.017,2021-06-04,2021-06-03 00:00:00,2021-09-02,,17372.82,0.0,0
5840,F35256,417.0,E,2.0,2021-06-07 09:45:54.177,2021-06-07,2021-05-31 00:00:00,2021-06-22,,4404.0,0.0,0
5850,F35266,1852.0,E,2.0,2021-06-08 12:22:11.843,2021-06-08,2021-06-08 00:00:00,2021-07-08,,2271.7200000000003,0.0,0
5868,F35284,1198.0,E,2.0,2021-06-10 16:49:37.540,2021-06-10,2021-06-09 00:00:00,2021-06-25,,1960.5993000000003,0.0,0
5870,F35286,632.0,E,2.0,2021-06-10 17:08:54.937,2021-06-10,2021-06-11 00:00:00,2021-06-10,,2612.0,0.0,0
5883,F35299,1586.0,E,2.0,2021-06-11 13:08:25.600,2021-06-11,2021-06-11 00:00:00,2021-06-11,,380.00000000000006,0.0,0
5889,F35305,871.0,E,3.0,2021-06-11 16:31:47.657,2021-06-11,2021-06-02 00:00:00,2021-06-26,,2469.5800000000004,0.0,0
5910,F35326,1965.0,E,2.0,2021-06-15 15:28:37.647,2021-06-15,2021-06-15 00:00:00,2021-07-15,,1250.0,0.0,0
5912,F35328,644.0,E,1.0,2021-06-15 16:34:07.830,2021-06-15,2021-06-14 00:00:00,2021-08-14,,58469.4,0.0,0
5915,F35331,394.0,E,3.0,2021-06-16 10:36:48.137,2021-06-16,2021-06-02 00:00:00,2021-06-16,,3741.1600000000003,0.0,0
5923,F35339,466.0,E,1.0,2021-06-17 13:14:02.947,2021-06-17,2021-06-21 00:00:00,2021-08-16,,1825.0000000000002,0.0,0
5924,F35340,1453.0,E,1.0,2021-06-17 13:32:26.667,2021-06-17,2021-06-15 00:00:00,2021-07-17,,6200.000000000001,0.0,0
5933,F35349,1539.0,E,3.0,2021-06-18 10:56:48.223,2021-06-18,2021-06-18 00:00:00,2021-07-18,,3900.0000000000005,0.0,0
5938,F35354,209.0,E,2.0,2021-06-18 15:14:23.837,2021-06-18,2021-06-18 00:00:00,2021-06-18,,267.27270000000004,0.0,0
5941,F35357,209.0,E,2.0,2021-06-18 16:39:36.547,2021-06-18,2021-06-18 00:00:00,2021-06-18,,1552.18,0.0,0
5943,F35359,417.0,E,2.0,2021-06-21 10:18:45.890,2021-06-21,2021-06-17 00:00:00,2021-07-06,,2490.0,0.0,0
5945,F35361,1266.0,E,2.0,2021-06-21 11:27:43.083,2021-06-21,2021-06-23 00:00:00,2021-08-05,,9064.0,0.0,0
5950,F35366,1965.0,E,2.0,2021-06-21 13:26:24.137,2021-06-21,2021-06-21 00:00:00,2021-07-21,,736.0000000000001,110.40000000000002,0
5969,F35385,466.0,E,1.0,2021-06-23 14:04:39.340,2021-06-23,2021-06-18 00:00:00,2021-08-22,,2068.5,0.0,0
5971,F35387,466.0,E,1.0,2021-06-23 15:22:48.470,2021-06-23,2021-06-18 00:00:00,2021-08-22,,4928.4,0.0,0
5972,F35388,466.0,E,1.0,2021-06-23 15:24:51.470,2021-06-23,2021-06-18 00:00:00,2021-08-22,,2068.5,0.0,0
5973,F35389,466.0,E,1.0,2021-06-23 15:43:02.677,2021-06-23,2021-06-21 00:00:00,2021-08-22,,6860.0,0.0,0
5974,F35390,466.0,E,1.0,2021-06-23 15:45:17.593,2021-06-23,2021-06-21 00:00:00,2021-08-22,,980.0,0.0,0
5991,F35407,1240.0,E,2.0,2021-06-25 10:26:10.960,2021-06-25,2021-06-25 00:00:00,2021-06-25,,250.0,0.0,0
5992,F35408,1240.0,E,2.0,2021-06-25 10:28:09.720,2021-06-25,2021-06-25 00:00:00,2021-06-25,,250.00000000000003,0.0,0
5993,F35409,1240.0,E,2.0,2021-06-25 10:31:57.660,2021-06-25,2021-06-25 00:00:00,2021-06-25,,725.0000000000001,0.0,0
5999,F35415,161.0,E,6.0,2021-06-25 13:54:29.477,2021-06-25,2021-06-15 00:00:00,2021-07-25,,3700.0000000000005,0.0,0
6014,F35430,1083.0,E,5.0,2021-06-29 10:19:12.720,2021-06-29,2021-06-22 00:00:00,2021-06-29,,8327.41,0.0,0
6040,F35456,1429.0,E,1.0,2021-06-30 12:32:16.623,2021-06-30,2021-06-30 00:00:00,2021-08-29,,23625.000000000004,0.0,0
6050,F35466,473.0,E,2.0,2021-06-30 15:36:56.530,2021-06-30,2021-06-30 00:00:00,2021-06-30,,1184.0,0.0,0
6056,F35472,644.0,E,1.0,2021-07-01 15:48:39.217,2021-07-01,2021-06-30 00:00:00,2021-08-30,,82694.4,0.0,0
6067,F35483,632.0,E,2.0,2021-07-02 10:46:53.657,2021-07-02,2021-06-29 00:00:00,2021-07-02,,2183.55,0.0,0
6068,F35484,1852.0,E,2.0,2021-07-02 11:09:28.323,2021-07-02,2021-07-02 00:00:00,2021-08-01,,2271.7200000000003,0.0,0
6075,F35491,607.0,E,2.0,2021-07-05 11:35:03.453,2021-07-05,2021-06-22 00:00:00,2021-07-05,,1205.9299999999998,0.0,0
6089,F35505,417.0,E,2.0,2021-07-06 12:56:57.497,2021-07-06,2021-07-06 00:00:00,2021-07-21,,6943.950000000001,0.0,0
6091,F35507,1539.0,C,3.0,2021-07-06 13:14:45.053,2021-07-06,2021-06-24 00:00:00,2021-08-05,2021-07-26,17850.0,0.0,0
6092,F35508,1757.0,E,2.0,2021-07-06 14:24:14.313,2021-07-06,2021-05-07 00:00:00,2021-07-06,,1170.6000000000001,0.0,0
6099,F35515,1240.0,E,2.0,2021-07-07 10:06:55.430,2021-07-07,2021-07-07 00:00:00,2021-07-07,,1365.0,0.0,0
6103,F35519,377.0,E,2.0,2021-07-07 14:47:24.910,2021-07-07,2021-07-07 00:00:00,2021-07-22,,5110.8486,0.0,0
6116,F35532,771.0,E,2.0,2021-07-09 11:48:09.977,2021-07-09,2021-07-09 00:00:00,2021-07-09,,390.00000000000006,0.0,0
6122,F35538,466.0,E,1.0,2021-07-09 12:47:05.837,2021-07-09,2021-07-09 00:00:00,2021-09-07,,2068.5,0.0,0
6123,F35539,466.0,E,1.0,2021-07-09 12:49:34.627,2021-07-09,2021-07-09 00:00:00,2021-09-07,,1825.0000000000002,0.0,0
6124,F35540,1429.0,E,1.0,2021-07-09 12:55:46.513,2021-07-09,2021-07-09 00:00:00,2021-09-07,,9450.0,0.0,0
6142,F35558,1965.0,E,2.0,2021-07-13 10:54:30.293,2021-07-13,2021-07-09 00:00:00,2021-08-12,,1475.0,221.25,0
6149,F35565,161.0,E,6.0,2021-07-14 09:02:06.773,2021-07-14,2021-07-07 00:00:00,2021-08-13,,1230.0,0.0,0
6159,F35575,871.0,E,3.0,2021-07-14 16:41:03.537,2021-07-14,2021-06-25 00:00:00,2021-07-29,,1000.0,0.0,0
6188,F35604,537.0,E,3.0,2021-07-19 11:00:22.983,2021-07-19,2021-07-19 00:00:00,2021-08-18,,25554.210000000003,0.0,0
6203,F35619,1478.0,E,6.0,2021-07-21 09:42:12.340,2021-07-21,2021-07-12 00:00:00,2021-08-20,,3555.0,0.0,0
6204,F35620,161.0,E,4.0,2021-07-21 09:48:11.333,2021-07-21,2021-07-21 00:00:00,2021-08-20,,315.55,0.0,0
6208,F35624,1016.0,E,3.0,2021-07-21 12:12:02.457,2021-07-21,2021-07-15 00:00:00,2021-08-20,,2200.0,0.0,0
6214,F35630,778.0,E,2.0,2021-07-21 15:23:34.817,2021-07-21,2021-07-21 00:00:00,2021-08-20,,750.0000000000001,0.0,0
6227,F35643,466.0,E,1.0,2021-07-22 13:13:36.867,2021-07-22,2021-07-23 00:00:00,2021-09-20,,3650.0000000000005,0.0,0
6228,F35644,466.0,E,1.0,2021-07-22 13:17:12.400,2021-07-22,2021-07-23 00:00:00,2021-09-20,,2068.5,0.0,0
6239,F35655,1053.0,E,1.0,2021-07-23 16:07:28.760,2021-07-23,2021-07-16 00:00:00,2021-10-21,,30437.82,0.0,0
6248,F35664,1240.0,E,2.0,2021-07-26 16:50:29.010,2021-07-26,2021-07-26 00:00:00,2021-07-26,,546.0,0.0,0
6255,F35671,466.0,E,1.0,2021-07-27 09:15:55.877,2021-07-27,2021-07-23 00:00:00,2021-09-25,,1130.5,0.0,0
6270,F35686,1284.0,E,2.0,2021-07-28 08:49:35.193,2021-07-28,2021-07-28 00:00:00,2021-08-27,,455.0,0.0,0
6285,F35701,1965.0,E,2.0,2021-07-29 12:04:42.250,2021-07-29,2021-07-29 00:00:00,2021-08-28,,3414.0,512.1,0
6293,F35709,1965.0,E,2.0,2021-07-30 09:17:27.933,2021-07-30,2021-07-29 00:00:00,2021-08-29,,11321.500000000002,1698.23,0
6295,F35711,1339.0,E,5.0,2021-07-30 10:08:54.900,2021-07-30,2021-07-30 00:00:00,2021-08-29,,11081.5225,0.0,0
6308,F35724,161.0,E,6.0,2021-07-30 14:05:43.950,2021-07-30,2021-07-27 00:00:00,2021-08-29,,4200.0,0.0,0
6337,F35753,1339.0,C,5.0,2021-08-04 09:08:51.490,2021-08-04,2021-07-29 00:00:00,2021-09-03,2021-08-13,4157.22,0.0,0
6338,F35754,161.0,E,4.0,2021-08-04 09:54:12.390,2021-08-04,2021-08-04 00:00:00,2021-09-03,,315.5725,0.0,0
6342,F35758,941.0,E,6.0,2021-08-04 12:24:21.640,2021-08-04,2021-08-04 00:00:00,2021-09-03,,600.0,0.0,0
6344,F35760,1852.0,E,2.0,2021-08-04 13:49:59.100,2021-08-04,2021-08-04 00:00:00,2021-09-03,,3120.0015000000003,0.0,0
6347,F35763,537.0,E,3.0,2021-08-05 08:11:13.307,2021-08-05,2021-08-09 00:00:00,2021-09-04,,2431.4,0.0,0
6349,F35765,1016.0,E,3.0,2021-08-05 08:34:06.453,2021-08-05,2021-08-06 00:00:00,2021-09-04,,5832.000000000001,0.0,0
6350,F35766,1539.0,E,3.0,2021-08-05 08:40:00.277,2021-08-05,2021-06-24 00:00:00,2021-09-04,,17850.0,0.0,0
6365,F35781,1852.0,E,2.0,2021-08-06 09:06:54.097,2021-08-06,2021-08-06 00:00:00,2021-09-05,,6243.6,0.0,0
6373,F35789,644.0,E,1.0,2021-08-09 08:28:08.853,2021-08-09,2021-08-09 00:00:00,2021-10-08,,58469.4,0.0,0
6381,F35797,1053.0,E,1.0,2021-08-10 09:43:18.737,2021-08-10,2021-08-06 00:00:00,2021-11-08,,17959.23,0.0,0
6388,F35804,455.0,E,2.0,2021-08-11 09:09:01.767,2021-08-11,2021-08-03 00:00:00,2021-08-11,,2625.0,0.0,0
6389,F35805,169.0,E,2.0,2021-08-11 10:47:57.047,2021-08-11,2021-08-11 00:00:00,2021-08-11,,1100.0,0.0,0
6392,F35808,466.0,E,1.0,2021-08-11 14:06:54.747,2021-08-11,2021-08-10 00:00:00,2021-10-10,,2068.5,0.0,0
6402,F35818,1459.0,E,2.0,2021-08-12 09:56:47.290,2021-08-12,2021-08-04 00:00:00,2021-09-11,,10742.0,0.0,0
6404,F35820,169.0,E,2.0,2021-08-12 10:19:49.640,2021-08-12,2021-08-12 00:00:00,2021-08-12,,610.0,0.0,0
6406,F35822,640.0,E,5.0,2021-08-12 10:27:40.873,2021-08-12,2021-08-12 00:00:00,2021-09-11,,11081.5225,0.0,0
6418,F35834,537.0,E,3.0,2021-08-13 08:38:49.947,2021-08-13,2021-08-13 00:00:00,2021-09-12,,25554.21,0.0,0
6420,F35836,640.0,E,5.0,2021-08-13 12:26:54.090,2021-08-13,2021-08-13 00:00:00,2021-09-12,,4157.22,0.0,0
6431,F35847,1784.0,E,2.0,2021-08-16 11:32:34.807,2021-08-16,2021-08-13 00:00:00,2021-08-31,,1236.8,0.0,0
6434,F35850,633.0,E,2.0,2021-08-16 12:41:26.397,2021-08-16,2021-08-16 00:00:00,2021-08-16,,897.7472,0.0,0
6464,F35880,1485.0,E,2.0,2021-08-18 14:39:25.627,2021-08-18,2021-08-18 00:00:00,2021-08-18,,2692.706,0.0,0
6468,F35884,1757.0,E,2.0,2021-08-19 11:53:57.117,2021-08-19,2021-08-02 00:00:00,2021-08-19,,1420.0000000000002,0.0,0
6469,F35885,1757.0,E,2.0,2021-08-19 11:55:47.387,2021-08-19,2021-07-20 00:00:00,2021-08-19,,731.84,0.0,0
6477,F35893,149.0,E,2.0,2021-08-19 14:46:11.293,2021-08-19,2021-08-19 00:00:00,2021-08-19,,432.00000000000006,0.0,0
6480,F35896,149.0,E,1.0,2021-08-20 09:05:40.500,2021-08-20,2021-08-20 00:00:00,2021-08-20,,432.0,0.0,0
6503,F35919,169.0,E,2.0,2021-08-23 11:15:43.607,2021-08-23,2021-08-23 00:00:00,2021-08-23,,275.0,0.0,0
6514,F35930,1016.0,E,3.0,2021-08-24 09:42:15.243,2021-08-24,2021-08-20 00:00:00,2021-09-23,,4400.0,0.0,0
6522,F35938,149.0,E,2.0,2021-08-24 14:05:22.817,2021-08-24,2021-08-24 00:00:00,2021-08-24,,862.2,0.0,0
6529,F35945,1083.0,E,3.0,2021-08-25 09:59:57.413,2021-08-25,2021-08-09 00:00:00,2021-08-25,,17396.15,0.0,0
6556,F35972,1852.0,E,2.0,2021-08-30 08:29:17.770,2021-08-30,2021-08-30 00:00:00,2021-09-29,,9365.400000000001,0.0,0
6563,F35979,1852.0,E,2.0,2021-08-30 10:01:23.837,2021-08-30,2021-08-30 00:00:00,2021-09-29,,4620.0,0.0,0
6587,F36003,322.0,E,2.0,2021-08-31 14:41:58.383,2021-08-31,2021-08-31 00:00:00,2021-09-15,,2482.2900000000004,0.0,0
6588,F36004,644.0,E,1.0,2021-08-31 14:55:58.217,2021-08-31,2021-08-31 00:00:00,2021-10-30,,15400.0,0.0,0
6609,F36025,856.0,E,2.0,2021-09-02 08:54:21.720,2021-09-02,2021-09-01 00:00:00,2021-09-02,,400.00000000000006,0.0,0
6610,F36026,1130.0,E,2.0,2021-09-02 08:57:07.770,2021-09-02,2021-09-01 00:00:00,2021-09-10,,908.0000000000001,0.0,0
6632,F36048,161.0,E,4.0,2021-09-03 11:49:36.857,2021-09-03,2021-09-09 00:00:00,2021-10-03,,1545.55,0.0,0
6651,F36067,856.0,E,5.0,2021-09-06 10:17:09.697,2021-09-06,2021-09-06 00:00:00,2021-09-06,,61.21000000000001,0.0,0
6652,F36068,209.0,E,2.0,2021-09-06 11:21:43.163,2021-09-06,2021-09-06 00:00:00,2021-09-06,,942.0000000000001,0.0,0
6654,F36070,1852.0,E,2.0,2021-09-06 11:55:19.860,2021-09-06,2021-09-06 00:00:00,2021-10-06,,9365.400000000001,0.0,0
6655,F36071,1852.0,E,2.0,2021-09-06 11:59:58.570,2021-09-06,2021-09-06 00:00:00,2021-10-06,,4620.0,0.0,0
6659,F36075,409.0,E,2.0,2021-09-06 15:55:22.283,2021-09-06,2021-09-02 00:00:00,2021-09-06,,14800.000000000002,0.0,0
6666,F36082,856.0,E,2.0,2021-09-07 16:24:17.973,2021-09-07,2021-09-07 00:00:00,2021-09-07,,95.93180000000001,0.0,0
6671,F36087,1016.0,E,3.0,2021-09-08 09:09:36.027,2021-09-08,2021-08-25 00:00:00,2021-10-08,,3932.0,0.0,0
6677,F36093,161.0,E,4.0,2021-09-08 12:09:28.990,2021-09-08,2021-09-08 00:00:00,2021-10-08,,1500.0000000000002,0.0,0
6679,F36095,607.0,E,2.0,2021-09-08 12:30:40.157,2021-09-08,2021-09-08 00:00:00,2021-09-16,,4814.0,0.0,0
6688,F36104,537.0,E,3.0,2021-09-09 09:15:58.293,2021-09-09,2021-09-09 00:00:00,2021-10-09,,25554.210000000003,0.0,0
6717,F36133,1016.0,E,3.0,2021-09-13 14:23:55.763,2021-09-13,2021-08-25 00:00:00,2021-10-13,,3888.0000000000005,0.0,0
6736,F36152,1016.0,E,3.0,2021-09-15 09:44:50.240,2021-09-15,2021-09-15 00:00:00,2021-10-15,,5832.0,0.0,0
6744,F36160,1016.0,E,3.0,2021-09-15 12:18:06.140,2021-09-15,2021-09-13 00:00:00,2021-10-15,,1960.0000000000002,0.0,0
6752,F36168,466.0,E,1.0,2021-09-17 09:51:50.767,2021-09-17,2021-09-14 00:00:00,2021-11-16,,3650.0000000000005,0.0,0
6753,F36169,466.0,E,1.0,2021-09-17 09:53:52.200,2021-09-17,2021-09-14 00:00:00,2021-11-16,,4928.400000000001,0.0,0
6758,F36174,161.0,E,4.0,2021-09-17 15:55:34.267,2021-09-17,2021-09-17 00:00:00,2021-10-17,,2800.0000000000005,0.0,0
6760,F36176,203.0,E,4.0,2021-09-17 16:46:28.650,2021-09-17,2021-09-17 00:00:00,2021-09-17,,410.93640000000005,0.0,0
6765,F36181,1289.0,E,5.0,2021-09-20 13:01:31.320,2021-09-20,2021-09-10 00:00:00,2021-10-20,,2548.17,0.0,0
6768,F36184,455.0,E,2.0,2021-09-20 15:00:01.497,2021-09-20,2021-09-14 00:00:00,2021-09-20,,2625.0,0.0,0
6774,F36190,1852.0,E,2.0,2021-09-21 10:17:24.747,2021-09-21,2021-09-21 00:00:00,2021-10-21,,10863.6,0.0,0
6775,F36191,1852.0,E,2.0,2021-09-21 11:27:14.210,2021-09-21,2021-09-21 00:00:00,2021-10-21,,6243.6,0.0,0
6776,F36192,644.0,E,1.0,2021-09-21 11:37:29.763,2021-09-21,2021-09-21 00:00:00,2021-11-20,,8500.0,0.0,0
6791,F36207,640.0,E,5.0,2021-09-22 10:26:08.017,2021-09-22,2021-09-17 00:00:00,2021-10-22,,2500.0,0.0,0
6844,F36260,644.0,E,1.0,2021-09-28 10:19:35.663,2021-09-28,2021-09-27 00:00:00,2021-11-27,,58469.4,0.0,0
6852,F36268,1016.0,E,3.0,2021-09-28 14:50:42.407,2021-09-28,2021-09-20 00:00:00,2021-10-28,,5628.0,0.0,0
6874,F36290,357.0,E,2.0,2021-09-30 11:44:53.360,2021-09-30,2021-09-30 00:00:00,2021-10-15,,269.18100000000004,0.0,0
6904,F36320,1284.0,E,2.0,2021-10-04 14:38:51.687,2021-10-04,2021-09-28 00:00:00,2021-11-03,,3569.523,0.0,0
6905,F36321,161.0,E,4.0,2021-10-04 15:18:33.677,2021-10-04,2021-09-30 00:00:00,2021-11-03,,5700.000000000001,0.0,0
6912,F36328,856.0,E,2.0,2021-10-05 11:49:24.437,2021-10-05,2021-10-05 00:00:00,2021-10-05,,183.7,0.0,0
6913,F36329,359.0,E,2.0,2021-10-05 11:52:33.167,2021-10-05,2021-09-28 00:00:00,2021-10-20,,1210.0,0.0,0
6919,F36335,1852.0,C,2.0,2021-10-05 13:05:03.690,2021-10-05,2021-10-05 00:00:00,2021-11-04,2021-10-05,10863.6,0.0,0
6920,F36336,1852.0,E,2.0,2021-10-05 13:11:44.700,2021-10-05,2021-10-05 00:00:00,2021-11-04,,6243.6,0.0,0
6921,F36337,1852.0,E,2.0,2021-10-05 13:22:09.107,2021-10-05,2021-10-05 00:00:00,2021-11-04,,10863.6,0.0,0
6955,F36371,1485.0,C,2.0,2021-10-08 09:51:23.823,2021-10-08,2021-10-08 00:00:00,2021-10-08,2021-10-11,6460.000000000001,0.0,0
6956,F36372,1485.0,E,2.0,2021-10-08 10:35:15.057,2021-10-08,2021-10-08 00:00:00,2021-10-08,,5537.246,0.0,0
6977,F36393,248.0,E,2.0,2021-10-12 11:21:21.810,2021-10-12,2021-10-12 00:00:00,2021-10-12,,250.0,0.0,0
6983,F36399,806.0,E,2.0,2021-10-13 11:14:18.627,2021-10-13,2021-10-15 00:00:00,2021-10-28,,1120.0,0.0,0
6984,F36400,806.0,E,2.0,2021-10-13 11:16:52.367,2021-10-13,2021-10-15 00:00:00,2021-10-28,,1068.5,0.0,0
6994,F36410,1965.0,E,2.0,2021-10-14 13:17:49.037,2021-10-14,2021-10-14 00:00:00,2021-11-13,,10837.0,1625.5500000000002,0
6996,F36412,1266.0,E,3.0,2021-10-14 16:32:57.470,2021-10-14,2021-10-15 00:00:00,2021-11-28,,9705.0,0.0,0
7004,F36420,1429.0,E,1.0,2021-10-15 09:01:08.393,2021-10-15,2021-10-15 00:00:00,2021-12-14,,23625.000000000004,0.0,0
7013,F36429,248.0,E,2.0,2021-10-15 12:35:03.610,2021-10-15,2021-10-15 00:00:00,2021-10-15,,540.0,0.0,0
7021,F36437,114.0,E,1.0,2021-10-15 16:44:42.677,2021-10-15,2021-10-15 00:00:00,2021-11-29,,2800.5000000000005,0.0,0
7024,F36440,1761.0,E,2.0,2021-10-18 13:03:02.247,2021-10-18,2021-10-18 00:00:00,2021-10-18,,428.71000000000004,0.0,0
7039,F36455,161.0,E,1.0,2021-10-20 08:26:23.640,2021-10-20,2021-10-20 00:00:00,2021-11-19,,1230.0,0.0,0
7052,F36468,484.0,E,2.0,2021-10-21 11:19:43.497,2021-10-21,2021-10-21 00:00:00,2021-11-05,,773.86,0.0,0
7053,F36469,401.0,E,2.0,2021-10-21 12:07:23.947,2021-10-21,2021-10-20 00:00:00,2021-11-05,,1392.0,0.0,0
7061,F36477,908.0,E,2.0,2021-10-22 08:36:40.917,2021-10-22,2021-10-21 00:00:00,2021-11-06,,1995.5,0.0,0
7063,F36479,1016.0,E,3.0,2021-10-22 09:16:25.793,2021-10-22,2021-10-22 00:00:00,2021-11-21,,4400.0,0.0,0
7074,F36490,253.0,E,3.0,2021-10-25 11:13:43.300,2021-10-25,2021-10-25 00:00:00,2021-12-09,,3923.0,0.0,0
7100,F36516,466.0,E,1.0,2021-10-27 14:58:56.587,2021-10-27,2021-09-30 00:00:00,2021-12-26,,21399.510000000002,0.0,0
7110,F36526,1485.0,E,2.0,2021-10-28 12:14:24.183,2021-10-28,2021-10-28 00:00:00,2021-10-28,,8700.0,0.0,0
7136,F36552,1600.0,E,6.0,2021-10-29 16:58:43.837,2021-10-29,2021-10-29 00:00:00,2021-10-29,,11662.000000000002,0.0,0
7142,F36558,1207.0,E,2.0,2021-10-29 18:01:30.930,2021-10-29,2021-10-29 00:00:00,2021-11-13,,2815.3790000000004,0.0,0
7160,F36576,537.0,E,3.0,2021-11-04 08:43:28.993,2021-11-04,2021-11-04 00:00:00,2021-12-04,,25554.210000000003,0.0,0
7165,F36581,161.0,E,1.0,2021-11-04 09:59:26.397,2021-11-04,2021-11-04 00:00:00,2021-12-04,,315.55,0.0,0
7168,F36584,466.0,E,1.0,2021-11-04 11:05:31.600,2021-11-04,2021-10-29 00:00:00,2022-01-03,,3213.0000000000005,0.0,0
7169,F36585,466.0,E,1.0,2021-11-04 11:08:37.287,2021-11-04,2021-10-29 00:00:00,2022-01-03,,4928.400000000001,0.0,0
